id,make_model_trim_id,engine_type,fuel_type,cylinders,size,horsepower_hp,horsepower_rpm,torque_ft_lbs,torque_rpm,valves,valve_timing,cam_type,drive_type,transmission,make_model_trim
144,144,gas,premium unleaded (recommended),V8,6.2,490,6450.0,465.0,5150.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,8-speed automated manual,"{'id': 144, 'make_model_id': 30, 'year': 2023, 'name': 'Stingray', 'description': 'Stingray 2dr Convertible w/2LT (6.2L 8cyl 8AM)', 'msrp': 78500, 'invoice': 73319, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
145,145,gas,premium unleaded (recommended),V8,6.2,490,6450.0,465.0,5150.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,8-speed automated manual,"{'id': 145, 'make_model_id': 30, 'year': 2023, 'name': 'Stingray', 'description': 'Stingray 2dr Convertible w/3LT (6.2L 8cyl 8AM)', 'msrp': 83150, 'invoice': 77662, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
146,146,gas,premium unleaded (recommended),V8,6.2,490,6450.0,465.0,5150.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,8-speed automated manual,"{'id': 146, 'make_model_id': 30, 'year': 2023, 'name': 'Stingray', 'description': 'Stingray 2dr Convertible w/1LT (6.2L 8cyl 8AM)', 'msrp': 71700, 'invoice': 66968, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
147,147,gas,premium unleaded (recommended),V8,6.2,490,6450.0,465.0,5150.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,8-speed automated manual,"{'id': 147, 'make_model_id': 30, 'year': 2023, 'name': 'Stingray', 'description': 'Stingray 2dr Coupe w/3LT (6.2L 8cyl 8AM)', 'msrp': 76150, 'invoice': 71124, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
148,148,gas,premium unleaded (required),V8,5.5,670,8400.0,460.0,6300.0,32.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed automated manual,"{'id': 148, 'make_model_id': 30, 'year': 2023, 'name': 'Z06', 'description': 'Z06 2dr Coupe w/2LZ (5.5L 8cyl 8AM)', 'msrp': 114200, 'invoice': 106663, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
149,149,gas,premium unleaded (required),V8,5.5,670,8400.0,460.0,6300.0,32.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed automated manual,"{'id': 149, 'make_model_id': 30, 'year': 2023, 'name': 'Z06', 'description': 'Z06 2dr Convertible w/2LZ (5.5L 8cyl 8AM)', 'msrp': 121200, 'invoice': 113201, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
150,150,gas,premium unleaded (required),V8,5.5,670,8400.0,460.0,6300.0,32.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed automated manual,"{'id': 150, 'make_model_id': 30, 'year': 2023, 'name': 'Z06', 'description': 'Z06 2dr Coupe w/1LZ (5.5L 8cyl 8AM)', 'msrp': 105000, 'invoice': 98070, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
151,151,gas,premium unleaded (required),V8,5.5,670,8400.0,460.0,6300.0,32.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed automated manual,"{'id': 151, 'make_model_id': 30, 'year': 2023, 'name': 'Z06', 'description': 'Z06 2dr Convertible w/3LZ (5.5L 8cyl 8AM)', 'msrp': 125850, 'invoice': 117544, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
152,152,gas,premium unleaded (required),V8,5.5,670,8400.0,460.0,6300.0,32.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed automated manual,"{'id': 152, 'make_model_id': 30, 'year': 2023, 'name': 'Z06', 'description': 'Z06 2dr Convertible w/1LZ (5.5L 8cyl 8AM)', 'msrp': 112500, 'invoice': 105075, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
153,153,gas,premium unleaded (required),V8,5.5,670,8400.0,460.0,6300.0,32.0,Variable,Double overhead cam (DOHC),rear wheel drive,8-speed automated manual,"{'id': 153, 'make_model_id': 30, 'year': 2023, 'name': 'Z06', 'description': 'Z06 2dr Coupe w/3LZ (5.5L 8cyl 8AM)', 'msrp': 118850, 'invoice': 111006, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 30, 'make_id': 6, 'name': 'Corvette', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
154,154,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 154, 'make_model_id': 31, 'year': 2023, 'name': 'LT', 'description': 'LT 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 63700, 'invoice': 60260, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
155,155,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 155, 'make_model_id': 31, 'year': 2023, 'name': 'LT', 'description': 'LT 4dr SUV (5.3L 8cyl 10A)', 'msrp': 60700, 'invoice': 57422, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
156,156,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 156, 'make_model_id': 31, 'year': 2023, 'name': 'Premier', 'description': 'Premier 4dr SUV (5.3L 8cyl 10A)', 'msrp': 69000, 'invoice': 65274, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
157,157,gas,premium unleaded (recommended),V8,6.2,420,5600.0,460.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 157, 'make_model_id': 31, 'year': 2023, 'name': 'High Country', 'description': 'High Country 4dr SUV 4WD (6.2L 8cyl 10A)', 'msrp': 78800, 'invoice': 74545, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
158,158,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 158, 'make_model_id': 31, 'year': 2023, 'name': 'LS', 'description': 'LS 4dr SUV (5.3L 8cyl 10A)', 'msrp': 55200, 'invoice': 52219, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
159,159,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 159, 'make_model_id': 31, 'year': 2023, 'name': 'Z71', 'description': 'Z71 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 66200, 'invoice': 62625, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
160,160,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 160, 'make_model_id': 31, 'year': 2023, 'name': 'Premier', 'description': 'Premier 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 72000, 'invoice': 68112, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
161,161,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 161, 'make_model_id': 31, 'year': 2023, 'name': 'LS', 'description': 'LS 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 58200, 'invoice': 55057, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
162,162,gas,premium unleaded (recommended),V8,6.2,420,5600.0,460.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 162, 'make_model_id': 31, 'year': 2023, 'name': 'High Country', 'description': 'High Country 4dr SUV (6.2L 8cyl 10A)', 'msrp': 75800, 'invoice': 71707, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
163,163,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 163, 'make_model_id': 31, 'year': 2023, 'name': 'RST', 'description': 'RST 4dr SUV (5.3L 8cyl 10A)', 'msrp': 64200, 'invoice': 60733, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
164,164,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 164, 'make_model_id': 31, 'year': 2023, 'name': 'RST', 'description': 'RST 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 67200, 'invoice': 63571, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 31, 'make_id': 6, 'name': 'Suburban', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
165,165,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 165, 'make_model_id': 32, 'year': 2023, 'name': 'LS', 'description': 'LS 4dr SUV (5.3L 8cyl 10A)', 'msrp': 52500, 'invoice': 49665, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
166,166,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 166, 'make_model_id': 32, 'year': 2023, 'name': 'Premier', 'description': 'Premier 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 69300, 'invoice': 65558, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
167,167,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 167, 'make_model_id': 32, 'year': 2023, 'name': 'LT', 'description': 'LT 4dr SUV (5.3L 8cyl 10A)', 'msrp': 58000, 'invoice': 54868, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
168,168,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 168, 'make_model_id': 32, 'year': 2023, 'name': 'LT', 'description': 'LT 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 61000, 'invoice': 57706, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
169,169,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 169, 'make_model_id': 32, 'year': 2023, 'name': 'LS', 'description': 'LS 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 55500, 'invoice': 52503, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
170,170,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 170, 'make_model_id': 32, 'year': 2023, 'name': 'Premier', 'description': 'Premier 4dr SUV (5.3L 8cyl 10A)', 'msrp': 66300, 'invoice': 62720, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
171,171,gas,premium unleaded (recommended),V8,6.2,420,5600.0,460.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 171, 'make_model_id': 32, 'year': 2023, 'name': 'High Country', 'description': 'High Country 4dr SUV 4WD (6.2L 8cyl 10A)', 'msrp': 76100, 'invoice': 71991, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
172,172,gas,premium unleaded (recommended),V8,6.2,420,5600.0,460.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 172, 'make_model_id': 32, 'year': 2023, 'name': 'High Country', 'description': 'High Country 4dr SUV (6.2L 8cyl 10A)', 'msrp': 73100, 'invoice': 69153, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
173,173,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 173, 'make_model_id': 32, 'year': 2023, 'name': 'Z71', 'description': 'Z71 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 63500, 'invoice': 60071, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
174,174,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),rear wheel drive,10-speed shiftable automatic,"{'id': 174, 'make_model_id': 32, 'year': 2023, 'name': 'RST', 'description': 'RST 4dr SUV (5.3L 8cyl 10A)', 'msrp': 61500, 'invoice': 58179, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
175,175,gas,regular unleaded,V8,5.3,355,5600.0,383.0,4100.0,16.0,Variable,Overhead valves (OHV),four wheel drive,10-speed shiftable automatic,"{'id': 175, 'make_model_id': 32, 'year': 2023, 'name': 'RST', 'description': 'RST 4dr SUV 4WD (5.3L 8cyl 10A)', 'msrp': 64500, 'invoice': 61017, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 32, 'make_id': 6, 'name': 'Tahoe', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
176,176,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 176, 'make_model_id': 33, 'year': 2023, 'name': 'LT', 'description': 'LT 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 26000, 'invoice': 25064, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 33, 'make_id': 6, 'name': 'Trailblazer', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
177,177,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 177, 'make_model_id': 33, 'year': 2023, 'name': 'RS', 'description': 'RS 4dr SUV (1.3L 3cyl Turbo CVT)', 'msrp': 25900, 'invoice': 24968, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 33, 'make_id': 6, 'name': 'Trailblazer', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
178,178,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 178, 'make_model_id': 33, 'year': 2023, 'name': 'RS', 'description': 'RS 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 27400, 'invoice': 26414, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 33, 'make_id': 6, 'name': 'Trailblazer', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
179,179,gas,regular unleaded,I3,1.2,137,5000.0,162.0,2500.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 179, 'make_model_id': 33, 'year': 2023, 'name': 'LS', 'description': 'LS 4dr SUV (1.2L 3cyl Turbo CVT)', 'msrp': 21800, 'invoice': 21015, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 33, 'make_id': 6, 'name': 'Trailblazer', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
180,180,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 180, 'make_model_id': 33, 'year': 2023, 'name': 'LS', 'description': 'LS 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 23800, 'invoice': 22943, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 33, 'make_id': 6, 'name': 'Trailblazer', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
181,181,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 181, 'make_model_id': 33, 'year': 2023, 'name': 'ACTIV', 'description': 'ACTIV 4dr SUV AWD (1.3L 3cyl Turbo 9A)', 'msrp': 27400, 'invoice': 26414, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 33, 'make_id': 6, 'name': 'Trailblazer', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
182,182,gas,regular unleaded,I3,1.3,155,5600.0,174.0,1600.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 182, 'make_model_id': 33, 'year': 2023, 'name': 'ACTIV', 'description': 'ACTIV 4dr SUV (1.3L 3cyl Turbo CVT)', 'msrp': 25900, 'invoice': 24968, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 33, 'make_id': 6, 'name': 'Trailblazer', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
183,183,gas,regular unleaded,I3,1.2,137,5000.0,162.0,2500.0,12.0,Variable,Double overhead cam (DOHC),front wheel drive,continuously variable-speed automatic,"{'id': 183, 'make_model_id': 33, 'year': 2023, 'name': 'LT', 'description': 'LT 4dr SUV (1.2L 3cyl Turbo CVT)', 'msrp': 24000, 'invoice': 23136, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 33, 'make_id': 6, 'name': 'Trailblazer', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
184,184,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 184, 'make_model_id': 34, 'year': 2023, 'name': 'LT Cloth', 'description': 'LT Cloth 4dr SUV (3.6L 6cyl 9A)', 'msrp': 36745, 'invoice': 35055, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 34, 'make_id': 6, 'name': 'Traverse', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
185,185,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 185, 'make_model_id': 34, 'year': 2023, 'name': 'Premier', 'description': 'Premier 4dr SUV (3.6L 6cyl 9A)', 'msrp': 46900, 'invoice': 44743, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 34, 'make_id': 6, 'name': 'Traverse', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
186,186,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),all wheel drive,9-speed shiftable automatic,"{'id': 186, 'make_model_id': 34, 'year': 2023, 'name': 'High Country', 'description': 'High Country 4dr SUV AWD (3.6L 6cyl 9A)', 'msrp': 53900, 'invoice': 51421, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 34, 'make_id': 6, 'name': 'Traverse', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
187,187,gas,regular unleaded,V6,3.6,310,6800.0,266.0,2800.0,24.0,Variable,Double overhead cam (DOHC),front wheel drive,9-speed shiftable automatic,"{'id': 187, 'make_model_id': 34, 'year': 2023, 'name': 'RS', 'description': 'RS 4dr SUV (3.6L 6cyl 9A)', 'msrp': 44745, 'invoice': 42687, 'created': '2022-08-30T22:19:55-04:00', 'modified': '2022-08-30T22:19:55-04:00', 'make_model': {'id': 34, 'make_id': 6, 'name': 'Traverse', 'make': {'id': 6, 'name': 'Chevrolet'}}}"
